PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
528290010,1490.0,184000.0,60,RL,60.0,15384.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,Unf,0.0,64.0,788.0,GasA,Ex,Y,SBrkr,788.0,702.0,0.0,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,388.0,TA,TA,Y,100.0,75.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,2,2008,WD ,Normal
907420060,1491.0,168675.0,60,RL,64.0,8333.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Gd,Y,SBrkr,738.0,753.0,0.0,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,484.0,TA,TA,Y,100.0,30.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2007,WD ,Normal
907260010,2290.0,255900.0,60,RL,0.0,11250.0,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1128.0,1128.0,GasA,Ex,Y,SBrkr,1149.0,1141.0,0.0,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,Unf,2,779.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2008,WD ,Normal
906201200,2730.0,301000.0,60,RL,86.0,10380.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,28.0,ALQ,1474.0,0.0,1502.0,GasA,Ex,Y,SBrkr,1553.0,1177.0,0.0,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,Fin,2,576.0,TA,TA,Y,201.0,96.0,0.0,0.0,0.0,0.0,No Pool,MnPrv,No Misc Feature,0.0,8,2007,WD ,Normal
906382020,1546.0,217000.0,20,RL,75.0,11750.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,20.0,Unf,0.0,1526.0,1546.0,GasA,Ex,Y,SBrkr,1546.0,0.0,0.0,0,0,2,0,3,1,Gd,7,Typ,0,No Fireplace,Attchd,RFn,3,796.0,TA,TA,Y,144.0,42.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2007,WD ,Normal
532376160,894.0,138500.0,20,RL,65.0,8450.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,Ex,Y,SBrkr,894.0,0.0,0.0,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,Unf,1,336.0,TA,TA,Y,416.0,144.0,0.0,0.0,0.0,0.0,No Pool,MnPrv,No Misc Feature,0.0,4,2010,WD ,Normal
910202070,1344.0,147000.0,70,RM,59.0,10690.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,456.0,Unf,0.0,216.0,672.0,GasA,Gd,Y,FuseA,672.0,672.0,0.0,0,0,1,0,3,1,TA,6,Typ,0,No Fireplace,Detchd,Unf,1,468.0,TA,Fa,Y,0.0,128.0,218.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,7,2009,WD ,Normal
528150120,2468.0,354000.0,60,RL,99.0,12099.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970.0,Unf,0.0,166.0,1136.0,GasA,Ex,Y,SBrkr,1136.0,1332.0,0.0,1,0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3,872.0,TA,TA,Y,184.0,154.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2007,WD ,Normal
902101050,1668.0,135000.0,50,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,Stone,264.0,TA,TA,CBlock,TA,TA,No,Rec,276.0,Unf,0.0,936.0,1212.0,GasA,Gd,Y,FuseA,1226.0,442.0,0.0,1,0,1,0,3,1,TA,6,Typ,0,No Fireplace,Detchd,Unf,1,240.0,TA,TA,Y,0.0,0.0,140.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2006,WD ,Normal
909250070,1479.0,160000.0,70,RL,43.0,7000.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,424.0,Unf,0.0,200.0,624.0,GasA,Ex,Y,SBrkr,743.0,736.0,0.0,1,0,1,0,3,1,Gd,6,Typ,2,Gd,Detchd,Unf,1,312.0,TA,TA,Y,530.0,0.0,56.0,0.0,0.0,0.0,No Pool,MnPrv,No Misc Feature,0.0,5,2006,WD ,Normal
535476240,1045.0,127000.0,20,RL,80.0,7936.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,826.0,Unf,0.0,219.0,1045.0,GasA,TA,Y,SBrkr,1045.0,0.0,0.0,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,RFn,1,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,4,2009,WD ,Normal
528228405,1576.0,219990.0,120,RM,0.0,3940.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,Gd,TA,PConc,Gd,TA,No,GLQ,1087.0,Unf,0.0,306.0,1393.0,GasA,Ex,Y,SBrkr,1576.0,0.0,0.0,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,RFn,3,668.0,TA,TA,Y,143.0,20.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2008,WD ,Normal
905202230,1252.0,235000.0,20,RL,0.0,13500.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429.0,ALQ,1080.0,93.0,1602.0,GasA,Gd,Y,SBrkr,1252.0,0.0,0.0,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,RFn,2,564.0,TA,TA,Y,409.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,3,2008,WD ,Normal
527210060,1922.0,377426.0,20,RL,86.0,14157.0,Pave,No Alley,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249.0,Unf,0.0,673.0,1922.0,GasA,Ex,Y,SBrkr,1922.0,0.0,0.0,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3,676.0,TA,TA,Y,178.0,51.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,7,2007,WD ,Normal
528228460,1145.0,160200.0,120,RL,43.0,3182.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145.0,0.0,0.0,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,397.0,TA,TA,Y,100.0,16.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,9,2009,WD ,Normal
528112020,1704.0,306000.0,20,RL,98.0,11478.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,No,GLQ,1218.0,Unf,0.0,486.0,1704.0,GasA,Ex,Y,SBrkr,1704.0,0.0,0.0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,772.0,TA,TA,Y,0.0,50.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2010,WD ,Normal
528290180,1514.0,190000.0,60,RL,42.0,8433.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,683.0,Unf,0.0,111.0,794.0,GasA,Ex,Y,SBrkr,819.0,695.0,0.0,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,394.0,TA,TA,Y,0.0,72.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2009,WD ,Normal
907254050,1755.0,214000.0,60,RL,45.0,9468.0,Pave,No Alley,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,TA,TA,PConc,Gd,TA,Mn,GLQ,639.0,Unf,0.0,201.0,840.0,GasA,Ex,Y,SBrkr,840.0,915.0,0.0,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,530.0,TA,TA,Y,176.0,73.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,8,2006,WD ,Normal
904100040,1211.0,134000.0,20,RL,55.0,8250.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,250.0,LwQ,492.0,210.0,952.0,GasA,Ex,Y,SBrkr,1211.0,0.0,0.0,0,0,1,0,3,1,TA,5,Typ,1,TA,Attchd,Unf,1,322.0,TA,TA,Y,0.0,63.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,8,2008,WD ,Normal
534126060,1920.0,170000.0,80,RL,102.0,10192.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,570.0,570.0,GasA,Gd,Y,SBrkr,1222.0,698.0,0.0,0,0,3,0,4,1,Gd,8,Typ,1,TA,Attchd,RFn,2,487.0,TA,TA,Y,0.0,98.0,0.0,0.0,0.0,0.0,No Pool,GdPrv,No Misc Feature,0.0,9,2006,WD ,Normal
535402010,2544.0,190000.0,90,RL,81.0,9671.0,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1248.0,1248.0,GasA,TA,Y,SBrkr,1248.0,1296.0,0.0,0,0,2,2,6,2,TA,12,Typ,0,No Fireplace,Attchd,RFn,3,907.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,8,2009,WD ,Normal
534403080,1265.0,179900.0,80,RL,85.0,9350.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633.0,Unf,0.0,586.0,1219.0,GasA,Gd,Y,SBrkr,1265.0,0.0,0.0,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,502.0,TA,TA,Y,0.0,92.0,0.0,96.0,0.0,0.0,No Pool,MnPrv,No Misc Feature,0.0,10,2008,WD ,Normal
532351140,1902.0,112000.0,90,RM,68.0,8930.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1318.0,584.0,0.0,0,0,2,0,4,2,TA,8,Typ,0,No Fireplace,Attchd,Unf,2,539.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,4,2010,WD ,Normal
903426010,1344.0,140000.0,70,RM,0.0,5700.0,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,336.0,Unf,0.0,336.0,672.0,GasA,Gd,N,FuseA,672.0,672.0,0.0,1,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,Unf,2,456.0,TA,TA,Y,0.0,0.0,70.0,0.0,0.0,0.0,No Pool,GdPrv,No Misc Feature,0.0,9,2007,WD ,Normal
531367050,2084.0,233000.0,60,RL,76.0,10142.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656.0,Unf,0.0,300.0,956.0,GasA,Ex,Y,SBrkr,956.0,1128.0,0.0,1,0,2,1,4,1,Gd,8,Typ,0,No Fireplace,BuiltIn,RFn,2,618.0,TA,TA,Y,0.0,45.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,1,2010,WD ,Normal
533213130,1501.0,176500.0,160,FV,24.0,2280.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,TA,TA,PConc,Gd,TA,No,GLQ,565.0,Unf,0.0,179.0,744.0,GasA,Gd,Y,SBrkr,757.0,744.0,0.0,1,0,2,1,3,1,TA,6,Typ,1,TA,Detchd,Unf,2,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,9,2007,WD ,Normal
907185060,1682.0,200500.0,60,RL,70.0,8750.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505.0,Unf,0.0,299.0,804.0,GasA,Ex,Y,SBrkr,804.0,878.0,0.0,0,0,2,1,3,1,Gd,7,Typ,0,No Fireplace,Attchd,RFn,2,523.0,TA,TA,Y,0.0,77.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2010,WD ,Normal
905427010,2009.0,235000.0,70,RL,114.0,19950.0,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,1337.0,672.0,0.0,0,0,2,0,4,1,TA,8,Typ,2,Gd,2Types,Unf,3,795.0,TA,TA,P,0.0,42.0,0.0,0.0,180.0,0.0,No Pool,No Fence,No Misc Feature,0.0,12,2006,WD ,Normal
908102100,1214.0,140000.0,20,RL,70.0,9170.0,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,698.0,GLQ,96.0,420.0,1214.0,GasA,Ex,Y,SBrkr,1214.0,0.0,0.0,1,0,1,0,2,1,TA,6,Typ,0,No Fireplace,Detchd,Unf,2,461.0,Fa,Fa,Y,0.0,0.0,184.0,0.0,0.0,0.0,No Pool,GdPrv,Shed,400.0,4,2007,WD ,Normal
527145080,1280.0,191500.0,120,RL,43.0,5005.0,Pave,No Alley,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,263.0,Unf,0.0,1017.0,1280.0,GasA,Ex,Y,SBrkr,1280.0,0.0,0.0,0,0,2,0,2,1,Gd,5,Typ,0,No Fireplace,Attchd,RFn,2,506.0,TA,TA,Y,0.0,82.0,0.0,0.0,144.0,0.0,No Pool,No Fence,No Misc Feature,0.0,1,2010,WD ,Normal
534250300,1993.0,190000.0,60,RL,0.0,14803.0,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,Rec,416.0,Unf,0.0,409.0,825.0,GasA,Gd,Y,SBrkr,1097.0,896.0,0.0,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,RFn,2,495.0,TA,TA,Y,0.0,66.0,0.0,0.0,0.0,0.0,No Pool,GdWo,No Misc Feature,0.0,6,2006,WD ,Normal
905301050,1824.0,302000.0,20,RL,0.0,115149.0,Pave,No Alley,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219.0,Unf,0.0,424.0,1643.0,GasA,TA,Y,SBrkr,1824.0,0.0,0.0,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,Unf,2,739.0,TA,TA,Y,380.0,48.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2007,WD ,Normal
534202180,1141.0,158000.0,80,RL,80.0,9600.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,140.0,TA,TA,PConc,TA,TA,Av,ALQ,602.0,Rec,402.0,137.0,1141.0,GasA,Gd,Y,SBrkr,1141.0,0.0,0.0,1,0,1,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,Unf,1,568.0,TA,TA,Y,0.0,78.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,7,2006,WD ,Normal
531450170,1710.0,187000.0,60,RL,76.0,9291.0,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426.0,Unf,0.0,406.0,832.0,GasA,Ex,Y,SBrkr,832.0,878.0,0.0,0,0,2,1,3,1,Gd,7,Typ,0,No Fireplace,Attchd,RFn,2,506.0,TA,TA,Y,144.0,70.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2008,WD ,Normal
533212120,1223.0,149900.0,160,FV,24.0,2544.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520.0,623.0,80.0,0,0,2,1,2,1,Gd,4,Typ,0,No Fireplace,Detchd,RFn,2,480.0,TA,TA,Y,0.0,166.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,7,2006,WD ,Normal
902109120,1656.0,119164.0,50,RM,63.0,7628.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,801.0,801.0,GasA,Gd,Y,FuseA,1095.0,561.0,0.0,0,0,2,0,2,1,TA,8,Mod,0,No Fireplace,Detchd,Unf,2,440.0,TA,TA,Y,187.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2008,WD ,Normal
535450310,1846.0,143000.0,50,RL,78.0,10496.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,196.0,Unf,0.0,844.0,1040.0,GasA,Ex,Y,SBrkr,1168.0,678.0,0.0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,1,315.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,GdWo,No Misc Feature,0.0,1,2007,WD ,Normal
903201030,1143.0,138000.0,30,RL,55.0,7111.0,Pave,No Alley,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,LwQ,406.0,BLQ,273.0,329.0,1008.0,GasA,TA,Y,SBrkr,1143.0,0.0,0.0,0,0,1,0,2,1,TA,5,Typ,1,Po,Detchd,Unf,1,288.0,TA,TA,Y,265.0,0.0,0.0,0.0,0.0,0.0,No Pool,GdPrv,No Misc Feature,0.0,7,2008,WD ,Normal
533236060,1586.0,170000.0,160,FV,24.0,2645.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,466.0,Gd,TA,PConc,Gd,TA,No,GLQ,612.0,Unf,0.0,348.0,960.0,GasA,Ex,Y,SBrkr,962.0,624.0,0.0,1,0,2,1,3,1,Gd,7,Typ,0,No Fireplace,Detchd,Unf,2,480.0,TA,TA,Y,169.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,12,2008,WD ,Normal
908102130,1664.0,100000.0,90,RL,75.0,9825.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1965,1965,Hip,CompShg,AsphShn,AsphShn,None,0.0,TA,TA,CBlock,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,0.0,0.0,GasA,TA,N,SBrkr,1664.0,0.0,0.0,0,0,2,0,4,2,TA,8,Typ,0,No Fireplace,No Garage,No Garage,0,0.0,No Garage,No Garage,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2010,WD ,Normal
905105070,1060.0,154000.0,20,RL,0.0,8246.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188.0,ALQ,668.0,204.0,1060.0,GasA,Ex,Y,SBrkr,1060.0,0.0,0.0,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,1,270.0,TA,TA,Y,406.0,90.0,0.0,0.0,0.0,0.0,No Pool,MnPrv,No Misc Feature,0.0,5,2010,WD ,Normal
533241030,1950.0,239000.0,60,FV,66.0,7399.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,649.0,Unf,0.0,326.0,975.0,GasA,Ex,Y,SBrkr,975.0,975.0,0.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,RFn,2,576.0,TA,TA,Y,0.0,10.0,0.0,0.0,198.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2007,WD ,Normal
923228260,1092.0,90500.0,160,RM,21.0,1936.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,Gd,Y,SBrkr,546.0,546.0,0.0,0,0,1,1,3,1,TA,5,Typ,0,No Fireplace,No Garage,No Garage,0,0.0,No Garage,No Garage,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2006,WD ,Normal
